/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_07_794.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_07_794.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_07_794.jpg, 0, 0, 0, 7.881333E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_07_899.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_07_899.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_07_899.jpg, 0, 0, 0, 7.931429E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_004.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_004.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_004.jpg, 0, 0, 0, 7.826988E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_104.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_104.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_104.jpg, 0, 0, 0, 7.781518E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_207.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_207.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_207.jpg, 0, 0, 0, 7.82825E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_316.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_316.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_316.jpg, 0, 0, 0, 7.939604E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_419.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_419.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_419.jpg, 0, 0, 0, 7.970029E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_519.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_519.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_519.jpg, 0, 0, 0, 7.904638E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_624.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_624.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_624.jpg, 0, 0, 0, 7.85854E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_728.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_728.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_728.jpg, 0, 0, 0, 7.784321E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_828.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_828.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_828.jpg, 0, 0, 0, 7.930401E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_08_929.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_08_929.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_08_929.jpg, 0, 0, 0, 7.789127E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_035.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_035.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_035.jpg, 0, 0, 0, 7.917124E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_140.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_140.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_140.jpg, 0, 0, 0, 7.768068E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_241.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_241.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_241.jpg, 0, 0, 0, 7.830131E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_344.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_344.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_344.jpg, 0, 0, 0, 7.771442E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_444.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_444.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_444.jpg, 0, 0, 0, 7.823261E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_544.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_544.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_544.jpg, 0, 0, 0, 7.971383E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_646.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_646.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_646.jpg, 0, 0, 0, 8.022194E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_746.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_746.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_746.jpg, -0.06421208, 0, 0, 8.059636E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_848.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_848.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_848.jpg, -0.3415951, 0, 0, 9.04489E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_09_963.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_09_963.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_09_963.jpg, -0.5769929, 0, 0, 9.756836E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_066.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_066.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_066.jpg, -0.2839676, 0, 0, 8.934434E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_166.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_166.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_166.jpg, 0, 0, 0, 7.865871E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_268.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_268.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_268.jpg, 0, 0, 0, 7.821339E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_373.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_373.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_373.jpg, 0, 0, 0, 7.783226E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_473.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_473.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_473.jpg, 0, 0, 0, 7.869341E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_573.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_573.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_573.jpg, 0, 0, 0, 7.903761E-05
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_674.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_674.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_674.jpg, 0, 0.1985521, 0, 0.1296564
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_779.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_779.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_779.jpg, 0, 0.5574031, 0, 0.6552801
/Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/center_2021_07_01_11_17_10_881.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/left_2021_07_01_11_17_10_881.jpg, /Users/kenpower/Development/GitHub Projects/SelfDrivingCarND_Projects/SelfDrivingCarND-BehavioralCloning/data/starting/IMG/right_2021_07_01_11_17_10_881.jpg, -0.2539079, 0.8650889, 0, 1.543027
